<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,26/11/18,15:21,108790.0000000,108850.0000000,108750.0000000,108820.0000000,701
SPFB.RTS-12.18,1,26/11/18,15:22,108800.0000000,108830.0000000,108780.0000000,108810.0000000,430
SPFB.RTS-12.18,1,26/11/18,15:23,108810.0000000,108850.0000000,108790.0000000,108810.0000000,721
SPFB.RTS-12.18,1,26/11/18,15:24,108810.0000000,108880.0000000,108810.0000000,108850.0000000,504
SPFB.RTS-12.18,1,26/11/18,15:25,108860.0000000,108860.0000000,108790.0000000,108800.0000000,486
SPFB.RTS-12.18,1,26/11/18,15:26,108810.0000000,108910.0000000,108800.0000000,108900.0000000,731
SPFB.RTS-12.18,1,26/11/18,15:27,108880.0000000,108950.0000000,108830.0000000,108840.0000000,1075
SPFB.RTS-12.18,1,26/11/18,15:28,108840.0000000,108890.0000000,108840.0000000,108860.0000000,371
SPFB.RTS-12.18,1,26/11/18,15:29,108870.0000000,108880.0000000,108810.0000000,108830.0000000,329
SPFB.RTS-12.18,1,26/11/18,15:30,108830.0000000,108920.0000000,108830.0000000,108890.0000000,546
SPFB.RTS-12.18,1,26/11/18,15:31,108870.0000000,108890.0000000,108820.0000000,108860.0000000,340
SPFB.RTS-12.18,1,26/11/18,15:32,108850.0000000,108850.0000000,108790.0000000,108810.0000000,330
SPFB.RTS-12.18,1,26/11/18,15:33,108820.0000000,108830.0000000,108770.0000000,108810.0000000,430
SPFB.RTS-12.18,1,26/11/18,15:34,108800.0000000,108820.0000000,108770.0000000,108800.0000000,390
SPFB.RTS-12.18,1,26/11/18,15:35,108800.0000000,108820.0000000,108780.0000000,108820.0000000,269
SPFB.RTS-12.18,1,26/11/18,15:36,108810.0000000,108830.0000000,108770.0000000,108820.0000000,322
SPFB.RTS-12.18,1,26/11/18,15:37,108830.0000000,108870.0000000,108810.0000000,108830.0000000,338
SPFB.RTS-12.18,1,26/11/18,15:38,108830.0000000,108840.0000000,108810.0000000,108830.0000000,63
SPFB.RTS-12.18,1,26/11/18,15:39,108830.0000000,108860.0000000,108810.0000000,108830.0000000,103
SPFB.RTS-12.18,1,26/11/18,15:40,108840.0000000,108860.0000000,108810.0000000,108820.0000000,239
SPFB.RTS-12.18,1,26/11/18,15:41,108830.0000000,108860.0000000,108780.0000000,108850.0000000,658
SPFB.RTS-12.18,1,26/11/18,15:42,108850.0000000,108880.0000000,108840.0000000,108880.0000000,386
SPFB.RTS-12.18,1,26/11/18,15:43,108860.0000000,108870.0000000,108790.0000000,108850.0000000,594
SPFB.RTS-12.18,1,26/11/18,15:44,108850.0000000,108890.0000000,108850.0000000,108860.0000000,235
SPFB.RTS-12.18,1,26/11/18,15:45,108860.0000000,108910.0000000,108860.0000000,108890.0000000,309
SPFB.RTS-12.18,1,26/11/18,15:46,108880.0000000,108990.0000000,108880.0000000,108970.0000000,1126
SPFB.RTS-12.18,1,26/11/18,15:47,108970.0000000,109040.0000000,108950.0000000,108990.0000000,766
SPFB.RTS-12.18,1,26/11/18,15:48,108980.0000000,109000.0000000,108960.0000000,108970.0000000,239
SPFB.RTS-12.18,1,26/11/18,15:49,108970.0000000,109000.0000000,108970.0000000,108990.0000000,94
SPFB.RTS-12.18,1,26/11/18,15:50,108990.0000000,109020.0000000,108990.0000000,109020.0000000,230
SPFB.RTS-12.18,1,26/11/18,15:51,109020.0000000,109040.0000000,108990.0000000,108990.0000000,326
SPFB.RTS-12.18,1,26/11/18,15:52,109000.0000000,109020.0000000,108920.0000000,108920.0000000,565
SPFB.RTS-12.18,1,26/11/18,15:53,108920.0000000,108990.0000000,108920.0000000,108960.0000000,327
SPFB.RTS-12.18,1,26/11/18,15:54,108970.0000000,108980.0000000,108940.0000000,108970.0000000,92
SPFB.RTS-12.18,1,26/11/18,15:55,108950.0000000,108960.0000000,108930.0000000,108930.0000000,79
SPFB.RTS-12.18,1,26/11/18,15:56,108940.0000000,108940.0000000,108890.0000000,108900.0000000,326
SPFB.RTS-12.18,1,26/11/18,15:57,108910.0000000,108910.0000000,108860.0000000,108910.0000000,312
SPFB.RTS-12.18,1,26/11/18,15:58,108890.0000000,108910.0000000,108830.0000000,108840.0000000,228
SPFB.RTS-12.18,1,26/11/18,15:59,108830.0000000,108850.0000000,108720.0000000,108730.0000000,776
SPFB.RTS-12.18,1,26/11/18,16:00,108720.0000000,108720.0000000,108420.0000000,108450.0000000,4127
SPFB.RTS-12.18,1,26/11/18,16:01,108430.0000000,108540.0000000,108430.0000000,108530.0000000,1140
SPFB.RTS-12.18,1,26/11/18,16:02,108530.0000000,108540.0000000,108430.0000000,108440.0000000,1301
SPFB.RTS-12.18,1,26/11/18,16:03,108450.0000000,108460.0000000,108210.0000000,108310.0000000,2724
SPFB.RTS-12.18,1,26/11/18,16:04,108290.0000000,108330.0000000,108260.0000000,108300.0000000,662
SPFB.RTS-12.18,1,26/11/18,16:05,108290.0000000,108330.0000000,108250.0000000,108270.0000000,330
SPFB.RTS-12.18,1,26/11/18,16:06,108260.0000000,108370.0000000,108250.0000000,108340.0000000,1204
SPFB.RTS-12.18,1,26/11/18,16:07,108360.0000000,108380.0000000,108310.0000000,108370.0000000,673
SPFB.RTS-12.18,1,26/11/18,16:08,108360.0000000,108420.0000000,108360.0000000,108400.0000000,743
SPFB.RTS-12.18,1,26/11/18,16:09,108400.0000000,108450.0000000,108400.0000000,108410.0000000,364
SPFB.RTS-12.18,1,26/11/18,16:10,108410.0000000,108420.0000000,108360.0000000,108360.0000000,553
SPFB.RTS-12.18,1,26/11/18,16:11,108360.0000000,108460.0000000,108350.0000000,108450.0000000,534
SPFB.RTS-12.18,1,26/11/18,16:12,108450.0000000,108490.0000000,108400.0000000,108470.0000000,496
SPFB.RTS-12.18,1,26/11/18,16:13,108480.0000000,108480.0000000,108420.0000000,108450.0000000,174
SPFB.RTS-12.18,1,26/11/18,16:14,108450.0000000,108490.0000000,108440.0000000,108440.0000000,308
SPFB.RTS-12.18,1,26/11/18,16:15,108440.0000000,108470.0000000,108410.0000000,108440.0000000,236
SPFB.RTS-12.18,1,26/11/18,16:16,108440.0000000,108560.0000000,108430.0000000,108560.0000000,905
SPFB.RTS-12.18,1,26/11/18,16:17,108570.0000000,108570.0000000,108500.0000000,108520.0000000,320
SPFB.RTS-12.18,1,26/11/18,16:18,108530.0000000,108560.0000000,108520.0000000,108540.0000000,224
SPFB.RTS-12.18,1,26/11/18,16:19,108540.0000000,108610.0000000,108530.0000000,108540.0000000,528
SPFB.RTS-12.18,1,26/11/18,16:20,108540.0000000,108540.0000000,108480.0000000,108520.0000000,324
SPFB.RTS-12.18,1,26/11/18,16:21,108520.0000000,108530.0000000,108440.0000000,108470.0000000,357
SPFB.RTS-12.18,1,26/11/18,16:22,108460.0000000,108520.0000000,108460.0000000,108520.0000000,184
SPFB.RTS-12.18,1,26/11/18,16:23,108510.0000000,108600.0000000,108500.0000000,108590.0000000,719
SPFB.RTS-12.18,1,26/11/18,16:24,108570.0000000,108600.0000000,108380.0000000,108400.0000000,1060
SPFB.RTS-12.18,1,26/11/18,16:25,108400.0000000,108410.0000000,108360.0000000,108400.0000000,625
SPFB.RTS-12.18,1,26/11/18,16:26,108400.0000000,108470.0000000,108370.0000000,108450.0000000,594
SPFB.RTS-12.18,1,26/11/18,16:27,108440.0000000,108490.0000000,108410.0000000,108450.0000000,240
SPFB.RTS-12.18,1,26/11/18,16:28,108450.0000000,108490.0000000,108420.0000000,108420.0000000,356
SPFB.RTS-12.18,1,26/11/18,16:29,108410.0000000,108460.0000000,108400.0000000,108460.0000000,299
SPFB.RTS-12.18,1,26/11/18,16:30,108440.0000000,108440.0000000,108400.0000000,108420.0000000,160
SPFB.RTS-12.18,1,26/11/18,16:31,108410.0000000,108480.0000000,108410.0000000,108440.0000000,340
SPFB.RTS-12.18,1,26/11/18,16:32,108430.0000000,108460.0000000,108330.0000000,108370.0000000,403
SPFB.RTS-12.18,1,26/11/18,16:33,108360.0000000,108400.0000000,108260.0000000,108270.0000000,922
SPFB.RTS-12.18,1,26/11/18,16:34,108270.0000000,108280.0000000,108120.0000000,108210.0000000,3158
SPFB.RTS-12.18,1,26/11/18,16:35,108200.0000000,108300.0000000,108200.0000000,108240.0000000,607
SPFB.RTS-12.18,1,26/11/18,16:36,108240.0000000,108250.0000000,108040.0000000,108080.0000000,3171
SPFB.RTS-12.18,1,26/11/18,16:37,108090.0000000,108210.0000000,108070.0000000,108130.0000000,1676
SPFB.RTS-12.18,1,26/11/18,16:38,108130.0000000,108150.0000000,108060.0000000,108090.0000000,1061
SPFB.RTS-12.18,1,26/11/18,16:39,108100.0000000,108150.0000000,108090.0000000,108100.0000000,339
SPFB.RTS-12.18,1,26/11/18,16:40,108100.0000000,108140.0000000,108050.0000000,108080.0000000,816
SPFB.RTS-12.18,1,26/11/18,16:41,108090.0000000,108180.0000000,108080.0000000,108180.0000000,814
SPFB.RTS-12.18,1,26/11/18,16:42,108170.0000000,108210.0000000,108110.0000000,108130.0000000,1130
SPFB.RTS-12.18,1,26/11/18,16:43,108140.0000000,108190.0000000,108110.0000000,108180.0000000,494
SPFB.RTS-12.18,1,26/11/18,16:44,108170.0000000,108220.0000000,108150.0000000,108200.0000000,300
SPFB.RTS-12.18,1,26/11/18,16:45,108190.0000000,108240.0000000,108180.0000000,108220.0000000,717
SPFB.RTS-12.18,1,26/11/18,16:46,108220.0000000,108230.0000000,108160.0000000,108210.0000000,1027
SPFB.RTS-12.18,1,26/11/18,16:47,108230.0000000,108280.0000000,108220.0000000,108280.0000000,533
SPFB.RTS-12.18,1,26/11/18,16:48,108290.0000000,108410.0000000,108270.0000000,108370.0000000,1229
SPFB.RTS-12.18,1,26/11/18,16:49,108370.0000000,108400.0000000,108340.0000000,108370.0000000,636
SPFB.RTS-12.18,1,26/11/18,16:50,108360.0000000,108410.0000000,108360.0000000,108400.0000000,376
SPFB.RTS-12.18,1,26/11/18,16:51,108380.0000000,108410.0000000,108370.0000000,108390.0000000,347
SPFB.RTS-12.18,1,26/11/18,16:52,108400.0000000,108470.0000000,108390.0000000,108420.0000000,450
SPFB.RTS-12.18,1,26/11/18,16:53,108410.0000000,108430.0000000,108350.0000000,108380.0000000,396
SPFB.RTS-12.18,1,26/11/18,16:54,108390.0000000,108490.0000000,108380.0000000,108490.0000000,686
SPFB.RTS-12.18,1,26/11/18,16:55,108490.0000000,108550.0000000,108460.0000000,108480.0000000,1179
SPFB.RTS-12.18,1,26/11/18,16:56,108500.0000000,108500.0000000,108330.0000000,108360.0000000,1139
SPFB.RTS-12.18,1,26/11/18,16:57,108360.0000000,108400.0000000,108350.0000000,108400.0000000,311
SPFB.RTS-12.18,1,26/11/18,16:58,108400.0000000,108410.0000000,108340.0000000,108370.0000000,784
SPFB.RTS-12.18,1,26/11/18,16:59,108360.0000000,108370.0000000,108340.0000000,108370.0000000,364
SPFB.RTS-12.18,1,26/11/18,17:00,108380.0000000,108400.0000000,108330.0000000,108330.0000000,317
SPFB.RTS-12.18,1,26/11/18,17:01,108320.0000000,108320.0000000,108170.0000000,108240.0000000,1754
SPFB.RTS-12.18,1,26/11/18,17:02,108240.0000000,108240.0000000,107820.0000000,107850.0000000,5342
SPFB.RTS-12.18,1,26/11/18,17:03,107840.0000000,107850.0000000,107600.0000000,107630.0000000,5387
SPFB.RTS-12.18,1,26/11/18,17:04,107640.0000000,107930.0000000,107600.0000000,107920.0000000,2750
SPFB.RTS-12.18,1,26/11/18,17:05,107920.0000000,107970.0000000,107870.0000000,107920.0000000,1219
SPFB.RTS-12.18,1,26/11/18,17:06,107930.0000000,108170.0000000,107900.0000000,108060.0000000,1775
SPFB.RTS-12.18,1,26/11/18,17:07,108060.0000000,108070.0000000,107740.0000000,107820.0000000,3559
SPFB.RTS-12.18,1,26/11/18,17:08,107830.0000000,107900.0000000,107780.0000000,107870.0000000,1054
SPFB.RTS-12.18,1,26/11/18,17:09,107880.0000000,107940.0000000,107860.0000000,107900.0000000,406
SPFB.RTS-12.18,1,26/11/18,17:10,107890.0000000,107900.0000000,107830.0000000,107860.0000000,718
SPFB.RTS-12.18,1,26/11/18,17:11,107850.0000000,107930.0000000,107840.0000000,107930.0000000,696
SPFB.RTS-12.18,1,26/11/18,17:12,107940.0000000,107940.0000000,107780.0000000,107810.0000000,986
SPFB.RTS-12.18,1,26/11/18,17:13,107800.0000000,107900.0000000,107760.0000000,107850.0000000,1126
SPFB.RTS-12.18,1,26/11/18,17:14,107860.0000000,107900.0000000,107830.0000000,107890.0000000,488
SPFB.RTS-12.18,1,26/11/18,17:15,107880.0000000,107890.0000000,107670.0000000,107670.0000000,2331
SPFB.RTS-12.18,1,26/11/18,17:16,107670.0000000,107770.0000000,107560.0000000,107570.0000000,3333
SPFB.RTS-12.18,1,26/11/18,17:17,107560.0000000,107570.0000000,107060.0000000,107240.0000000,11284
SPFB.RTS-12.18,1,26/11/18,17:18,107230.0000000,107380.0000000,107180.0000000,107300.0000000,3587
SPFB.RTS-12.18,1,26/11/18,17:19,107300.0000000,107390.0000000,107290.0000000,107330.0000000,1049
SPFB.RTS-12.18,1,26/11/18,17:20,107340.0000000,107370.0000000,107260.0000000,107310.0000000,1767
SPFB.RTS-12.18,1,26/11/18,17:21,107310.0000000,107310.0000000,106900.0000000,106940.0000000,6339
SPFB.RTS-12.18,1,26/11/18,17:22,106940.0000000,106960.0000000,106750.0000000,106790.0000000,7318
SPFB.RTS-12.18,1,26/11/18,17:23,106790.0000000,107030.0000000,106780.0000000,107030.0000000,2199
SPFB.RTS-12.18,1,26/11/18,17:24,107030.0000000,107270.0000000,107030.0000000,107210.0000000,2245
SPFB.RTS-12.18,1,26/11/18,17:25,107200.0000000,107250.0000000,107080.0000000,107230.0000000,1560
SPFB.RTS-12.18,1,26/11/18,17:26,107220.0000000,107330.0000000,107220.0000000,107260.0000000,1165
SPFB.RTS-12.18,1,26/11/18,17:27,107240.0000000,107380.0000000,107230.0000000,107350.0000000,860
SPFB.RTS-12.18,1,26/11/18,17:28,107360.0000000,107410.0000000,107320.0000000,107390.0000000,951
SPFB.RTS-12.18,1,26/11/18,17:29,107400.0000000,107430.0000000,107380.0000000,107400.0000000,911
SPFB.RTS-12.18,1,26/11/18,17:30,107380.0000000,107460.0000000,107380.0000000,107420.0000000,1640
SPFB.RTS-12.18,1,26/11/18,17:31,107400.0000000,107770.0000000,107390.0000000,107750.0000000,3124
SPFB.RTS-12.18,1,26/11/18,17:32,107750.0000000,108080.0000000,107690.0000000,108040.0000000,4635
SPFB.RTS-12.18,1,26/11/18,17:33,108040.0000000,108130.0000000,108020.0000000,108060.0000000,2430
SPFB.RTS-12.18,1,26/11/18,17:34,108050.0000000,108400.0000000,108050.0000000,108360.0000000,3615
SPFB.RTS-12.18,1,26/11/18,17:35,108350.0000000,108370.0000000,108200.0000000,108250.0000000,3557
SPFB.RTS-12.18,1,26/11/18,17:36,108240.0000000,108460.0000000,108220.0000000,108360.0000000,2661
SPFB.RTS-12.18,1,26/11/18,17:37,108370.0000000,108390.0000000,108130.0000000,108170.0000000,2561
SPFB.RTS-12.18,1,26/11/18,17:38,108180.0000000,108340.0000000,108170.0000000,108330.0000000,1009
SPFB.RTS-12.18,1,26/11/18,17:39,108340.0000000,108380.0000000,108150.0000000,108150.0000000,1235
SPFB.RTS-12.18,1,26/11/18,17:40,108160.0000000,108310.0000000,108160.0000000,108260.0000000,896
SPFB.RTS-12.18,1,26/11/18,17:41,108260.0000000,108300.0000000,108190.0000000,108270.0000000,1006
SPFB.RTS-12.18,1,26/11/18,17:42,108290.0000000,108390.0000000,108280.0000000,108310.0000000,1079
SPFB.RTS-12.18,1,26/11/18,17:43,108310.0000000,108330.0000000,108220.0000000,108250.0000000,1285
SPFB.RTS-12.18,1,26/11/18,17:44,108240.0000000,108440.0000000,108220.0000000,108430.0000000,2884
SPFB.RTS-12.18,1,26/11/18,17:45,108430.0000000,108450.0000000,108370.0000000,108430.0000000,943
SPFB.RTS-12.18,1,26/11/18,17:46,108430.0000000,108500.0000000,108340.0000000,108490.0000000,1923
SPFB.RTS-12.18,1,26/11/18,17:47,108470.0000000,108750.0000000,108400.0000000,108740.0000000,4603
SPFB.RTS-12.18,1,26/11/18,17:48,108740.0000000,108830.0000000,108560.0000000,108580.0000000,4095
SPFB.RTS-12.18,1,26/11/18,17:49,108580.0000000,108750.0000000,108580.0000000,108730.0000000,1436
SPFB.RTS-12.18,1,26/11/18,17:50,108740.0000000,108740.0000000,108620.0000000,108630.0000000,1297
SPFB.RTS-12.18,1,26/11/18,17:51,108620.0000000,108640.0000000,108420.0000000,108440.0000000,2389
SPFB.RTS-12.18,1,26/11/18,17:52,108450.0000000,108480.0000000,108400.0000000,108410.0000000,1084
SPFB.RTS-12.18,1,26/11/18,17:53,108400.0000000,108480.0000000,108370.0000000,108430.0000000,975
SPFB.RTS-12.18,1,26/11/18,17:54,108430.0000000,108520.0000000,108390.0000000,108510.0000000,866
SPFB.RTS-12.18,1,26/11/18,17:55,108520.0000000,108520.0000000,108420.0000000,108500.0000000,573
SPFB.RTS-12.18,1,26/11/18,17:56,108460.0000000,108480.0000000,108430.0000000,108460.0000000,562
SPFB.RTS-12.18,1,26/11/18,17:57,108470.0000000,108490.0000000,108350.0000000,108460.0000000,1149
SPFB.RTS-12.18,1,26/11/18,17:58,108460.0000000,108540.0000000,108420.0000000,108440.0000000,1367
SPFB.RTS-12.18,1,26/11/18,17:59,108440.0000000,108460.0000000,108380.0000000,108390.0000000,761
SPFB.RTS-12.18,1,26/11/18,18:00,108380.0000000,108400.0000000,108230.0000000,108240.0000000,1469
SPFB.RTS-12.18,1,26/11/18,18:01,108240.0000000,108350.0000000,108240.0000000,108350.0000000,1305
SPFB.RTS-12.18,1,26/11/18,18:02,108340.0000000,108370.0000000,108270.0000000,108340.0000000,812
SPFB.RTS-12.18,1,26/11/18,18:03,108340.0000000,108460.0000000,108340.0000000,108440.0000000,699
SPFB.RTS-12.18,1,26/11/18,18:04,108430.0000000,108450.0000000,108370.0000000,108370.0000000,359
SPFB.RTS-12.18,1,26/11/18,18:05,108370.0000000,108440.0000000,108370.0000000,108440.0000000,457
SPFB.RTS-12.18,1,26/11/18,18:06,108430.0000000,108480.0000000,108400.0000000,108430.0000000,589
SPFB.RTS-12.18,1,26/11/18,18:07,108410.0000000,108410.0000000,108270.0000000,108310.0000000,854
SPFB.RTS-12.18,1,26/11/18,18:08,108310.0000000,108390.0000000,108280.0000000,108320.0000000,422
SPFB.RTS-12.18,1,26/11/18,18:09,108310.0000000,108330.0000000,108270.0000000,108300.0000000,474
SPFB.RTS-12.18,1,26/11/18,18:10,108310.0000000,108330.0000000,108250.0000000,108250.0000000,742
SPFB.RTS-12.18,1,26/11/18,18:11,108250.0000000,108280.0000000,108120.0000000,108160.0000000,1710
SPFB.RTS-12.18,1,26/11/18,18:12,108180.0000000,108200.0000000,108110.0000000,108140.0000000,802
SPFB.RTS-12.18,1,26/11/18,18:13,108130.0000000,108200.0000000,108070.0000000,108100.0000000,929
SPFB.RTS-12.18,1,26/11/18,18:14,108090.0000000,108190.0000000,108080.0000000,108160.0000000,676
SPFB.RTS-12.18,1,26/11/18,18:15,108150.0000000,108200.0000000,108120.0000000,108200.0000000,657
SPFB.RTS-12.18,1,26/11/18,18:16,108200.0000000,108210.0000000,108120.0000000,108120.0000000,767
SPFB.RTS-12.18,1,26/11/18,18:17,108110.0000000,108160.0000000,108040.0000000,108080.0000000,1074
SPFB.RTS-12.18,1,26/11/18,18:18,108060.0000000,108120.0000000,108060.0000000,108110.0000000,502
SPFB.RTS-12.18,1,26/11/18,18:19,108120.0000000,108120.0000000,108050.0000000,108050.0000000,332
SPFB.RTS-12.18,1,26/11/18,18:20,108050.0000000,108070.0000000,107980.0000000,107990.0000000,1268
SPFB.RTS-12.18,1,26/11/18,18:21,108000.0000000,108000.0000000,107920.0000000,107980.0000000,1142
SPFB.RTS-12.18,1,26/11/18,18:22,107990.0000000,108040.0000000,107970.0000000,108040.0000000,1128
SPFB.RTS-12.18,1,26/11/18,18:23,108040.0000000,108040.0000000,107880.0000000,107950.0000000,1191
SPFB.RTS-12.18,1,26/11/18,18:24,107960.0000000,108080.0000000,107950.0000000,108040.0000000,781
SPFB.RTS-12.18,1,26/11/18,18:25,108040.0000000,108090.0000000,107990.0000000,108080.0000000,1022
SPFB.RTS-12.18,1,26/11/18,18:26,108080.0000000,108080.0000000,108030.0000000,108040.0000000,662
SPFB.RTS-12.18,1,26/11/18,18:27,108050.0000000,108060.0000000,107930.0000000,107990.0000000,1013
SPFB.RTS-12.18,1,26/11/18,18:28,107990.0000000,108040.0000000,107950.0000000,108010.0000000,920
SPFB.RTS-12.18,1,26/11/18,18:29,108010.0000000,108040.0000000,107810.0000000,107850.0000000,3190
SPFB.RTS-12.18,1,26/11/18,18:30,107840.0000000,107880.0000000,107730.0000000,107860.0000000,1969
SPFB.RTS-12.18,1,26/11/18,18:31,107870.0000000,107930.0000000,107840.0000000,107920.0000000,992
SPFB.RTS-12.18,1,26/11/18,18:32,107920.0000000,108010.0000000,107900.0000000,107990.0000000,983
SPFB.RTS-12.18,1,26/11/18,18:33,107990.0000000,108010.0000000,107880.0000000,107880.0000000,727
SPFB.RTS-12.18,1,26/11/18,18:34,107880.0000000,107940.0000000,107850.0000000,107930.0000000,474
SPFB.RTS-12.18,1,26/11/18,18:35,107910.0000000,107970.0000000,107910.0000000,107930.0000000,231
SPFB.RTS-12.18,1,26/11/18,18:36,107950.0000000,107950.0000000,107820.0000000,107850.0000000,989
SPFB.RTS-12.18,1,26/11/18,18:37,107850.0000000,107940.0000000,107810.0000000,107870.0000000,1092
SPFB.RTS-12.18,1,26/11/18,18:38,107860.0000000,107880.0000000,107810.0000000,107850.0000000,700
SPFB.RTS-12.18,1,26/11/18,18:39,107860.0000000,107870.0000000,107790.0000000,107860.0000000,657
SPFB.RTS-12.18,1,26/11/18,18:40,107870.0000000,107900.0000000,107750.0000000,107780.0000000,932
SPFB.RTS-12.18,1,26/11/18,18:41,107790.0000000,107830.0000000,107710.0000000,107820.0000000,1002
SPFB.RTS-12.18,1,26/11/18,18:42,107830.0000000,107900.0000000,107780.0000000,107900.0000000,546
SPFB.RTS-12.18,1,26/11/18,18:43,107900.0000000,107990.0000000,107890.0000000,107960.0000000,978
SPFB.RTS-12.18,1,26/11/18,18:44,107970.0000000,107980.0000000,107900.0000000,107960.0000000,529
SPFB.RTS-12.18,1,26/11/18,18:45,107960.0000000,107990.0000000,107910.0000000,107990.0000000,1226
SPFB.RTS-12.18,1,26/11/18,19:01,108030.0000000,108310.0000000,107950.0000000,108110.0000000,2497
SPFB.RTS-12.18,1,26/11/18,19:02,108120.0000000,108150.0000000,108080.0000000,108130.0000000,661
SPFB.RTS-12.18,1,26/11/18,19:03,108120.0000000,108320.0000000,108080.0000000,108290.0000000,2166
SPFB.RTS-12.18,1,26/11/18,19:04,108270.0000000,108280.0000000,108170.0000000,108230.0000000,799
SPFB.RTS-12.18,1,26/11/18,19:05,108210.0000000,108340.0000000,108210.0000000,108340.0000000,587
SPFB.RTS-12.18,1,26/11/18,19:06,108330.0000000,108380.0000000,108310.0000000,108380.0000000,609
SPFB.RTS-12.18,1,26/11/18,19:07,108370.0000000,108390.0000000,108320.0000000,108320.0000000,673
SPFB.RTS-12.18,1,26/11/18,19:08,108330.0000000,108340.0000000,108290.0000000,108340.0000000,582
SPFB.RTS-12.18,1,26/11/18,19:09,108330.0000000,108350.0000000,108310.0000000,108320.0000000,301
SPFB.RTS-12.18,1,26/11/18,19:10,108330.0000000,108380.0000000,108300.0000000,108350.0000000,533
SPFB.RTS-12.18,1,26/11/18,19:11,108360.0000000,108390.0000000,108310.0000000,108320.0000000,379
SPFB.RTS-12.18,1,26/11/18,19:12,108330.0000000,108330.0000000,108260.0000000,108320.0000000,324
SPFB.RTS-12.18,1,26/11/18,19:13,108320.0000000,108320.0000000,108240.0000000,108270.0000000,412
SPFB.RTS-12.18,1,26/11/18,19:14,108270.0000000,108430.0000000,108250.0000000,108400.0000000,1135
SPFB.RTS-12.18,1,26/11/18,19:15,108400.0000000,108450.0000000,108380.0000000,108430.0000000,507
SPFB.RTS-12.18,1,26/11/18,19:16,108430.0000000,108500.0000000,108410.0000000,108420.0000000,901
SPFB.RTS-12.18,1,26/11/18,19:17,108430.0000000,108480.0000000,108350.0000000,108390.0000000,648
SPFB.RTS-12.18,1,26/11/18,19:18,108380.0000000,108390.0000000,108360.0000000,108380.0000000,102
SPFB.RTS-12.18,1,26/11/18,19:19,108360.0000000,108380.0000000,108310.0000000,108350.0000000,416
SPFB.RTS-12.18,1,26/11/18,19:20,108340.0000000,108370.0000000,108290.0000000,108310.0000000,785
SPFB.RTS-12.18,1,26/11/18,19:21,108290.0000000,108350.0000000,108280.0000000,108310.0000000,610
SPFB.RTS-12.18,1,26/11/18,19:22,108300.0000000,108340.0000000,108280.0000000,108290.0000000,134
SPFB.RTS-12.18,1,26/11/18,19:23,108280.0000000,108280.0000000,108230.0000000,108230.0000000,878
SPFB.RTS-12.18,1,26/11/18,19:24,108230.0000000,108240.0000000,108150.0000000,108190.0000000,750
SPFB.RTS-12.18,1,26/11/18,19:25,108190.0000000,108260.0000000,108180.0000000,108200.0000000,519
SPFB.RTS-12.18,1,26/11/18,19:26,108210.0000000,108250.0000000,108190.0000000,108240.0000000,353
SPFB.RTS-12.18,1,26/11/18,19:27,108230.0000000,108270.0000000,108200.0000000,108260.0000000,429
SPFB.RTS-12.18,1,26/11/18,19:28,108260.0000000,108270.0000000,108240.0000000,108240.0000000,141
SPFB.RTS-12.18,1,26/11/18,19:29,108240.0000000,108250.0000000,108210.0000000,108210.0000000,94
SPFB.RTS-12.18,1,26/11/18,19:30,108230.0000000,108290.0000000,108210.0000000,108270.0000000,675
SPFB.RTS-12.18,1,26/11/18,19:31,108270.0000000,108280.0000000,108180.0000000,108180.0000000,498
SPFB.RTS-12.18,1,26/11/18,19:32,108180.0000000,108200.0000000,108130.0000000,108150.0000000,433
SPFB.RTS-12.18,1,26/11/18,19:33,108160.0000000,108190.0000000,108080.0000000,108100.0000000,501
SPFB.RTS-12.18,1,26/11/18,19:34,108090.0000000,108140.0000000,108000.0000000,108060.0000000,1060
SPFB.RTS-12.18,1,26/11/18,19:35,108080.0000000,108180.0000000,108050.0000000,108150.0000000,647
SPFB.RTS-12.18,1,26/11/18,19:36,108150.0000000,108160.0000000,108100.0000000,108120.0000000,305
SPFB.RTS-12.18,1,26/11/18,19:37,108130.0000000,108150.0000000,108110.0000000,108150.0000000,443
SPFB.RTS-12.18,1,26/11/18,19:38,108140.0000000,108140.0000000,108020.0000000,108020.0000000,521
SPFB.RTS-12.18,1,26/11/18,19:39,108020.0000000,108080.0000000,108000.0000000,108060.0000000,736
SPFB.RTS-12.18,1,26/11/18,19:40,108040.0000000,108090.0000000,108030.0000000,108050.0000000,238
SPFB.RTS-12.18,1,26/11/18,19:41,108040.0000000,108060.0000000,107990.0000000,108030.0000000,266
SPFB.RTS-12.18,1,26/11/18,19:42,108040.0000000,108080.0000000,108040.0000000,108080.0000000,451
SPFB.RTS-12.18,1,26/11/18,19:43,108060.0000000,108090.0000000,108040.0000000,108090.0000000,195
SPFB.RTS-12.18,1,26/11/18,19:44,108090.0000000,108130.0000000,108070.0000000,108100.0000000,338
SPFB.RTS-12.18,1,26/11/18,19:45,108120.0000000,108140.0000000,108090.0000000,108140.0000000,101
SPFB.RTS-12.18,1,26/11/18,19:46,108140.0000000,108160.0000000,108120.0000000,108130.0000000,408
SPFB.RTS-12.18,1,26/11/18,19:47,108130.0000000,108150.0000000,108100.0000000,108120.0000000,101
