<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,26/09/18,19:31,114730.0000000,114740.0000000,114680.0000000,114700.0000000,253
SPFB.RTS-12.18,1,26/09/18,19:32,114700.0000000,114720.0000000,114700.0000000,114720.0000000,11
SPFB.RTS-12.18,1,26/09/18,19:33,114710.0000000,114740.0000000,114710.0000000,114720.0000000,91
SPFB.RTS-12.18,1,26/09/18,19:34,114730.0000000,114740.0000000,114700.0000000,114700.0000000,72
SPFB.RTS-12.18,1,26/09/18,19:35,114700.0000000,114720.0000000,114700.0000000,114720.0000000,56
SPFB.RTS-12.18,1,26/09/18,19:36,114720.0000000,114730.0000000,114710.0000000,114720.0000000,26
SPFB.RTS-12.18,1,26/09/18,19:37,114730.0000000,114740.0000000,114720.0000000,114740.0000000,12
SPFB.RTS-12.18,1,26/09/18,19:38,114730.0000000,114730.0000000,114720.0000000,114720.0000000,5
SPFB.RTS-12.18,1,26/09/18,19:39,114740.0000000,114740.0000000,114720.0000000,114720.0000000,5
SPFB.RTS-12.18,1,26/09/18,19:40,114720.0000000,114720.0000000,114720.0000000,114720.0000000,3
SPFB.RTS-12.18,1,26/09/18,19:41,114740.0000000,114740.0000000,114720.0000000,114720.0000000,26
SPFB.RTS-12.18,1,26/09/18,19:42,114740.0000000,114750.0000000,114710.0000000,114710.0000000,128
SPFB.RTS-12.18,1,26/09/18,19:43,114730.0000000,114730.0000000,114720.0000000,114720.0000000,8
SPFB.RTS-12.18,1,26/09/18,19:44,114740.0000000,114750.0000000,114740.0000000,114750.0000000,16
SPFB.RTS-12.18,1,26/09/18,19:45,114750.0000000,114750.0000000,114710.0000000,114710.0000000,48
SPFB.RTS-12.18,1,26/09/18,19:46,114710.0000000,114740.0000000,114710.0000000,114730.0000000,26
SPFB.RTS-12.18,1,26/09/18,19:47,114740.0000000,114740.0000000,114720.0000000,114730.0000000,21
SPFB.RTS-12.18,1,26/09/18,19:48,114720.0000000,114730.0000000,114700.0000000,114730.0000000,20
SPFB.RTS-12.18,1,26/09/18,19:49,114740.0000000,114740.0000000,114730.0000000,114730.0000000,19
SPFB.RTS-12.18,1,26/09/18,19:50,114730.0000000,114750.0000000,114730.0000000,114740.0000000,47
SPFB.RTS-12.18,1,26/09/18,19:51,114740.0000000,114740.0000000,114720.0000000,114740.0000000,22
SPFB.RTS-12.18,1,26/09/18,19:52,114730.0000000,114770.0000000,114730.0000000,114740.0000000,123
SPFB.RTS-12.18,1,26/09/18,19:53,114750.0000000,114780.0000000,114750.0000000,114780.0000000,44
SPFB.RTS-12.18,1,26/09/18,19:54,114780.0000000,114820.0000000,114780.0000000,114800.0000000,159
SPFB.RTS-12.18,1,26/09/18,19:55,114800.0000000,114800.0000000,114780.0000000,114800.0000000,70
SPFB.RTS-12.18,1,26/09/18,19:56,114780.0000000,114830.0000000,114780.0000000,114810.0000000,93
SPFB.RTS-12.18,1,26/09/18,19:57,114820.0000000,114840.0000000,114820.0000000,114840.0000000,43
SPFB.RTS-12.18,1,26/09/18,19:58,114830.0000000,114840.0000000,114820.0000000,114820.0000000,46
SPFB.RTS-12.18,1,26/09/18,19:59,114830.0000000,114860.0000000,114820.0000000,114850.0000000,61
SPFB.RTS-12.18,1,26/09/18,20:00,114840.0000000,114850.0000000,114830.0000000,114830.0000000,53
SPFB.RTS-12.18,1,26/09/18,20:01,114840.0000000,114860.0000000,114820.0000000,114820.0000000,181
SPFB.RTS-12.18,1,26/09/18,20:02,114820.0000000,114840.0000000,114820.0000000,114840.0000000,64
SPFB.RTS-12.18,1,26/09/18,20:03,114840.0000000,114840.0000000,114820.0000000,114820.0000000,35
SPFB.RTS-12.18,1,26/09/18,20:04,114830.0000000,114830.0000000,114820.0000000,114820.0000000,6
SPFB.RTS-12.18,1,26/09/18,20:05,114830.0000000,114850.0000000,114830.0000000,114850.0000000,18
SPFB.RTS-12.18,1,26/09/18,20:06,114850.0000000,114850.0000000,114830.0000000,114840.0000000,11
SPFB.RTS-12.18,1,26/09/18,20:07,114840.0000000,114850.0000000,114810.0000000,114810.0000000,63
SPFB.RTS-12.18,1,26/09/18,20:08,114810.0000000,114810.0000000,114770.0000000,114770.0000000,61
SPFB.RTS-12.18,1,26/09/18,20:09,114780.0000000,114780.0000000,114750.0000000,114750.0000000,88
SPFB.RTS-12.18,1,26/09/18,20:10,114740.0000000,114790.0000000,114740.0000000,114790.0000000,62
SPFB.RTS-12.18,1,26/09/18,20:11,114790.0000000,114800.0000000,114760.0000000,114760.0000000,43
SPFB.RTS-12.18,1,26/09/18,20:12,114770.0000000,114780.0000000,114760.0000000,114780.0000000,18
SPFB.RTS-12.18,1,26/09/18,20:13,114780.0000000,114790.0000000,114750.0000000,114770.0000000,52
SPFB.RTS-12.18,1,26/09/18,20:14,114760.0000000,114780.0000000,114760.0000000,114780.0000000,14
SPFB.RTS-12.18,1,26/09/18,20:15,114770.0000000,114780.0000000,114760.0000000,114780.0000000,8
SPFB.RTS-12.18,1,26/09/18,20:16,114780.0000000,114800.0000000,114770.0000000,114790.0000000,71
SPFB.RTS-12.18,1,26/09/18,20:17,114780.0000000,114800.0000000,114780.0000000,114780.0000000,19
SPFB.RTS-12.18,1,26/09/18,20:18,114800.0000000,114820.0000000,114800.0000000,114820.0000000,70
SPFB.RTS-12.18,1,26/09/18,20:19,114810.0000000,114810.0000000,114790.0000000,114790.0000000,28
SPFB.RTS-12.18,1,26/09/18,20:20,114790.0000000,114820.0000000,114790.0000000,114820.0000000,14
SPFB.RTS-12.18,1,26/09/18,20:21,114790.0000000,114790.0000000,114760.0000000,114760.0000000,44
SPFB.RTS-12.18,1,26/09/18,20:22,114770.0000000,114790.0000000,114740.0000000,114770.0000000,153
SPFB.RTS-12.18,1,26/09/18,20:23,114760.0000000,114770.0000000,114720.0000000,114720.0000000,81
SPFB.RTS-12.18,1,26/09/18,20:24,114720.0000000,114770.0000000,114710.0000000,114770.0000000,142
SPFB.RTS-12.18,1,26/09/18,20:25,114770.0000000,114780.0000000,114770.0000000,114780.0000000,20
SPFB.RTS-12.18,1,26/09/18,20:26,114780.0000000,114780.0000000,114750.0000000,114750.0000000,80
SPFB.RTS-12.18,1,26/09/18,20:27,114740.0000000,114750.0000000,114740.0000000,114740.0000000,27
SPFB.RTS-12.18,1,26/09/18,20:28,114750.0000000,114770.0000000,114750.0000000,114760.0000000,15
SPFB.RTS-12.18,1,26/09/18,20:29,114760.0000000,114790.0000000,114760.0000000,114780.0000000,65
SPFB.RTS-12.18,1,26/09/18,20:30,114770.0000000,114790.0000000,114770.0000000,114780.0000000,16
SPFB.RTS-12.18,1,26/09/18,20:31,114770.0000000,114790.0000000,114770.0000000,114770.0000000,31
SPFB.RTS-12.18,1,26/09/18,20:32,114760.0000000,114760.0000000,114740.0000000,114740.0000000,120
SPFB.RTS-12.18,1,26/09/18,20:33,114730.0000000,114760.0000000,114720.0000000,114750.0000000,142
SPFB.RTS-12.18,1,26/09/18,20:34,114760.0000000,114770.0000000,114750.0000000,114770.0000000,47
SPFB.RTS-12.18,1,26/09/18,20:35,114750.0000000,114770.0000000,114730.0000000,114740.0000000,75
SPFB.RTS-12.18,1,26/09/18,20:36,114740.0000000,114750.0000000,114720.0000000,114730.0000000,92
SPFB.RTS-12.18,1,26/09/18,20:37,114730.0000000,114770.0000000,114720.0000000,114770.0000000,55
SPFB.RTS-12.18,1,26/09/18,20:38,114760.0000000,114760.0000000,114750.0000000,114750.0000000,36
SPFB.RTS-12.18,1,26/09/18,20:39,114760.0000000,114790.0000000,114750.0000000,114760.0000000,113
SPFB.RTS-12.18,1,26/09/18,20:40,114750.0000000,114750.0000000,114730.0000000,114750.0000000,88
SPFB.RTS-12.18,1,26/09/18,20:41,114760.0000000,114760.0000000,114730.0000000,114740.0000000,64
SPFB.RTS-12.18,1,26/09/18,20:42,114730.0000000,114740.0000000,114720.0000000,114730.0000000,7
SPFB.RTS-12.18,1,26/09/18,20:43,114740.0000000,114780.0000000,114740.0000000,114770.0000000,60
SPFB.RTS-12.18,1,26/09/18,20:44,114760.0000000,114780.0000000,114750.0000000,114760.0000000,12
SPFB.RTS-12.18,1,26/09/18,20:45,114750.0000000,114770.0000000,114740.0000000,114760.0000000,65
SPFB.RTS-12.18,1,26/09/18,20:46,114750.0000000,114790.0000000,114750.0000000,114790.0000000,33
SPFB.RTS-12.18,1,26/09/18,20:47,114790.0000000,114790.0000000,114770.0000000,114770.0000000,84
SPFB.RTS-12.18,1,26/09/18,20:48,114760.0000000,114760.0000000,114740.0000000,114740.0000000,29
SPFB.RTS-12.18,1,26/09/18,20:49,114750.0000000,114750.0000000,114740.0000000,114750.0000000,33
SPFB.RTS-12.18,1,26/09/18,20:50,114780.0000000,114780.0000000,114750.0000000,114770.0000000,39
SPFB.RTS-12.18,1,26/09/18,20:51,114780.0000000,114800.0000000,114780.0000000,114790.0000000,55
SPFB.RTS-12.18,1,26/09/18,20:52,114790.0000000,114800.0000000,114790.0000000,114790.0000000,20
SPFB.RTS-12.18,1,26/09/18,20:53,114790.0000000,114790.0000000,114770.0000000,114790.0000000,51
SPFB.RTS-12.18,1,26/09/18,20:54,114800.0000000,114820.0000000,114780.0000000,114820.0000000,81
SPFB.RTS-12.18,1,26/09/18,20:55,114820.0000000,114820.0000000,114790.0000000,114790.0000000,20
SPFB.RTS-12.18,1,26/09/18,20:56,114790.0000000,114820.0000000,114790.0000000,114800.0000000,45
SPFB.RTS-12.18,1,26/09/18,20:57,114810.0000000,114820.0000000,114800.0000000,114800.0000000,34
SPFB.RTS-12.18,1,26/09/18,20:58,114800.0000000,114820.0000000,114790.0000000,114810.0000000,117
SPFB.RTS-12.18,1,26/09/18,20:59,114820.0000000,114830.0000000,114780.0000000,114780.0000000,151
SPFB.RTS-12.18,1,26/09/18,21:00,114790.0000000,114800.0000000,114730.0000000,114760.0000000,229
SPFB.RTS-12.18,1,26/09/18,21:01,114760.0000000,114970.0000000,114740.0000000,114950.0000000,1670
SPFB.RTS-12.18,1,26/09/18,21:02,114950.0000000,115050.0000000,114830.0000000,115050.0000000,2837
SPFB.RTS-12.18,1,26/09/18,21:03,115050.0000000,115240.0000000,115040.0000000,115220.0000000,3690
SPFB.RTS-12.18,1,26/09/18,21:04,115240.0000000,115340.0000000,115170.0000000,115340.0000000,2356
SPFB.RTS-12.18,1,26/09/18,21:05,115330.0000000,115410.0000000,115250.0000000,115310.0000000,1693
SPFB.RTS-12.18,1,26/09/18,21:06,115310.0000000,115390.0000000,115310.0000000,115330.0000000,1112
SPFB.RTS-12.18,1,26/09/18,21:07,115330.0000000,115430.0000000,115180.0000000,115230.0000000,2280
SPFB.RTS-12.18,1,26/09/18,21:08,115210.0000000,115280.0000000,115190.0000000,115210.0000000,1136
SPFB.RTS-12.18,1,26/09/18,21:09,115210.0000000,115240.0000000,115110.0000000,115120.0000000,809
SPFB.RTS-12.18,1,26/09/18,21:10,115110.0000000,115160.0000000,115040.0000000,115150.0000000,1103
SPFB.RTS-12.18,1,26/09/18,21:11,115150.0000000,115270.0000000,115140.0000000,115210.0000000,917
SPFB.RTS-12.18,1,26/09/18,21:12,115210.0000000,115220.0000000,115120.0000000,115180.0000000,660
SPFB.RTS-12.18,1,26/09/18,21:13,115170.0000000,115230.0000000,115080.0000000,115190.0000000,939
SPFB.RTS-12.18,1,26/09/18,21:14,115190.0000000,115200.0000000,115080.0000000,115200.0000000,837
SPFB.RTS-12.18,1,26/09/18,21:15,115200.0000000,115230.0000000,115100.0000000,115130.0000000,519
SPFB.RTS-12.18,1,26/09/18,21:16,115140.0000000,115200.0000000,115100.0000000,115140.0000000,790
SPFB.RTS-12.18,1,26/09/18,21:17,115140.0000000,115200.0000000,115130.0000000,115160.0000000,322
SPFB.RTS-12.18,1,26/09/18,21:18,115160.0000000,115220.0000000,115160.0000000,115180.0000000,314
SPFB.RTS-12.18,1,26/09/18,21:19,115200.0000000,115210.0000000,115150.0000000,115150.0000000,113
SPFB.RTS-12.18,1,26/09/18,21:20,115160.0000000,115230.0000000,115150.0000000,115180.0000000,665
SPFB.RTS-12.18,1,26/09/18,21:21,115180.0000000,115210.0000000,115120.0000000,115130.0000000,246
SPFB.RTS-12.18,1,26/09/18,21:22,115120.0000000,115130.0000000,115070.0000000,115080.0000000,265
SPFB.RTS-12.18,1,26/09/18,21:23,115080.0000000,115200.0000000,115080.0000000,115150.0000000,672
SPFB.RTS-12.18,1,26/09/18,21:24,115150.0000000,115170.0000000,115110.0000000,115110.0000000,198
SPFB.RTS-12.18,1,26/09/18,21:25,115120.0000000,115150.0000000,115010.0000000,115050.0000000,550
SPFB.RTS-12.18,1,26/09/18,21:26,115050.0000000,115100.0000000,115010.0000000,115030.0000000,445
SPFB.RTS-12.18,1,26/09/18,21:27,115040.0000000,115040.0000000,115010.0000000,115040.0000000,118
SPFB.RTS-12.18,1,26/09/18,21:28,115030.0000000,115060.0000000,115000.0000000,115010.0000000,312
SPFB.RTS-12.18,1,26/09/18,21:29,115020.0000000,115030.0000000,114950.0000000,114960.0000000,516
SPFB.RTS-12.18,1,26/09/18,21:30,114960.0000000,115000.0000000,114950.0000000,114970.0000000,495
SPFB.RTS-12.18,1,26/09/18,21:31,114970.0000000,115050.0000000,114970.0000000,115010.0000000,315
SPFB.RTS-12.18,1,26/09/18,21:32,115020.0000000,115060.0000000,115020.0000000,115040.0000000,208
SPFB.RTS-12.18,1,26/09/18,21:33,115030.0000000,115100.0000000,115030.0000000,115060.0000000,282
SPFB.RTS-12.18,1,26/09/18,21:34,115060.0000000,115070.0000000,115020.0000000,115040.0000000,200
SPFB.RTS-12.18,1,26/09/18,21:35,115020.0000000,115060.0000000,114990.0000000,114990.0000000,182
SPFB.RTS-12.18,1,26/09/18,21:36,115000.0000000,115040.0000000,115000.0000000,115020.0000000,211
SPFB.RTS-12.18,1,26/09/18,21:37,115010.0000000,115050.0000000,114810.0000000,114850.0000000,1301
SPFB.RTS-12.18,1,26/09/18,21:38,114870.0000000,114930.0000000,114840.0000000,114850.0000000,1190
SPFB.RTS-12.18,1,26/09/18,21:39,114850.0000000,114930.0000000,114850.0000000,114930.0000000,419
SPFB.RTS-12.18,1,26/09/18,21:40,114930.0000000,114940.0000000,114850.0000000,114920.0000000,352
SPFB.RTS-12.18,1,26/09/18,21:41,114910.0000000,114910.0000000,114830.0000000,114850.0000000,306
SPFB.RTS-12.18,1,26/09/18,21:42,114840.0000000,114870.0000000,114790.0000000,114860.0000000,667
SPFB.RTS-12.18,1,26/09/18,21:43,114870.0000000,114880.0000000,114770.0000000,114780.0000000,271
SPFB.RTS-12.18,1,26/09/18,21:44,114790.0000000,114810.0000000,114670.0000000,114710.0000000,1208
SPFB.RTS-12.18,1,26/09/18,21:45,114730.0000000,114750.0000000,114670.0000000,114730.0000000,556
SPFB.RTS-12.18,1,26/09/18,21:46,114730.0000000,114740.0000000,114670.0000000,114670.0000000,484
SPFB.RTS-12.18,1,26/09/18,21:47,114670.0000000,114690.0000000,114550.0000000,114580.0000000,1779
SPFB.RTS-12.18,1,26/09/18,21:48,114590.0000000,114670.0000000,114580.0000000,114640.0000000,1257
SPFB.RTS-12.18,1,26/09/18,21:49,114620.0000000,114720.0000000,114610.0000000,114720.0000000,738
SPFB.RTS-12.18,1,26/09/18,21:50,114720.0000000,114750.0000000,114660.0000000,114700.0000000,389
SPFB.RTS-12.18,1,26/09/18,21:51,114700.0000000,114800.0000000,114650.0000000,114750.0000000,790
SPFB.RTS-12.18,1,26/09/18,21:52,114740.0000000,114740.0000000,114660.0000000,114670.0000000,308
SPFB.RTS-12.18,1,26/09/18,21:53,114650.0000000,114660.0000000,114580.0000000,114630.0000000,453
SPFB.RTS-12.18,1,26/09/18,21:54,114640.0000000,114670.0000000,114630.0000000,114670.0000000,88
SPFB.RTS-12.18,1,26/09/18,21:55,114670.0000000,114710.0000000,114640.0000000,114710.0000000,185
SPFB.RTS-12.18,1,26/09/18,21:56,114700.0000000,114730.0000000,114640.0000000,114710.0000000,428
SPFB.RTS-12.18,1,26/09/18,21:57,114720.0000000,114790.0000000,114710.0000000,114770.0000000,376
SPFB.RTS-12.18,1,26/09/18,21:58,114760.0000000,114790.0000000,114730.0000000,114750.0000000,297
SPFB.RTS-12.18,1,26/09/18,21:59,114750.0000000,114800.0000000,114740.0000000,114780.0000000,309
SPFB.RTS-12.18,1,26/09/18,22:00,114790.0000000,114870.0000000,114780.0000000,114830.0000000,661
SPFB.RTS-12.18,1,26/09/18,22:01,114820.0000000,114840.0000000,114790.0000000,114830.0000000,319
SPFB.RTS-12.18,1,26/09/18,22:02,114820.0000000,114840.0000000,114740.0000000,114770.0000000,510
SPFB.RTS-12.18,1,26/09/18,22:03,114770.0000000,114820.0000000,114760.0000000,114790.0000000,221
SPFB.RTS-12.18,1,26/09/18,22:04,114800.0000000,114810.0000000,114780.0000000,114780.0000000,51
SPFB.RTS-12.18,1,26/09/18,22:05,114780.0000000,114820.0000000,114750.0000000,114760.0000000,309
SPFB.RTS-12.18,1,26/09/18,22:06,114760.0000000,114770.0000000,114690.0000000,114710.0000000,522
SPFB.RTS-12.18,1,26/09/18,22:07,114710.0000000,114710.0000000,114600.0000000,114610.0000000,1143
SPFB.RTS-12.18,1,26/09/18,22:08,114610.0000000,114650.0000000,114580.0000000,114610.0000000,648
SPFB.RTS-12.18,1,26/09/18,22:09,114620.0000000,114650.0000000,114590.0000000,114630.0000000,377
SPFB.RTS-12.18,1,26/09/18,22:10,114630.0000000,114760.0000000,114630.0000000,114690.0000000,1183
SPFB.RTS-12.18,1,26/09/18,22:11,114690.0000000,114720.0000000,114680.0000000,114710.0000000,268
SPFB.RTS-12.18,1,26/09/18,22:12,114710.0000000,114720.0000000,114610.0000000,114620.0000000,591
SPFB.RTS-12.18,1,26/09/18,22:13,114620.0000000,114620.0000000,114570.0000000,114580.0000000,465
SPFB.RTS-12.18,1,26/09/18,22:14,114580.0000000,114650.0000000,114580.0000000,114650.0000000,88
SPFB.RTS-12.18,1,26/09/18,22:15,114660.0000000,114660.0000000,114610.0000000,114620.0000000,105
SPFB.RTS-12.18,1,26/09/18,22:16,114630.0000000,114640.0000000,114610.0000000,114630.0000000,52
SPFB.RTS-12.18,1,26/09/18,22:17,114640.0000000,114690.0000000,114640.0000000,114670.0000000,164
SPFB.RTS-12.18,1,26/09/18,22:18,114660.0000000,114700.0000000,114660.0000000,114680.0000000,104
SPFB.RTS-12.18,1,26/09/18,22:19,114700.0000000,114720.0000000,114690.0000000,114720.0000000,259
SPFB.RTS-12.18,1,26/09/18,22:20,114720.0000000,114730.0000000,114700.0000000,114730.0000000,182
SPFB.RTS-12.18,1,26/09/18,22:21,114730.0000000,114730.0000000,114680.0000000,114710.0000000,291
SPFB.RTS-12.18,1,26/09/18,22:22,114720.0000000,114750.0000000,114690.0000000,114750.0000000,204
SPFB.RTS-12.18,1,26/09/18,22:23,114740.0000000,114760.0000000,114730.0000000,114760.0000000,55
SPFB.RTS-12.18,1,26/09/18,22:24,114760.0000000,114760.0000000,114710.0000000,114720.0000000,113
SPFB.RTS-12.18,1,26/09/18,22:25,114720.0000000,114740.0000000,114710.0000000,114740.0000000,197
SPFB.RTS-12.18,1,26/09/18,22:26,114720.0000000,114740.0000000,114700.0000000,114710.0000000,58
SPFB.RTS-12.18,1,26/09/18,22:27,114720.0000000,114780.0000000,114720.0000000,114740.0000000,489
SPFB.RTS-12.18,1,26/09/18,22:28,114740.0000000,114760.0000000,114730.0000000,114750.0000000,57
SPFB.RTS-12.18,1,26/09/18,22:29,114740.0000000,114780.0000000,114710.0000000,114720.0000000,286
SPFB.RTS-12.18,1,26/09/18,22:30,114720.0000000,114750.0000000,114720.0000000,114740.0000000,86
SPFB.RTS-12.18,1,26/09/18,22:31,114730.0000000,114730.0000000,114710.0000000,114720.0000000,71
SPFB.RTS-12.18,1,26/09/18,22:32,114720.0000000,114720.0000000,114670.0000000,114720.0000000,196
SPFB.RTS-12.18,1,26/09/18,22:33,114710.0000000,114720.0000000,114670.0000000,114670.0000000,70
SPFB.RTS-12.18,1,26/09/18,22:34,114660.0000000,114680.0000000,114610.0000000,114620.0000000,136
SPFB.RTS-12.18,1,26/09/18,22:35,114630.0000000,114660.0000000,114620.0000000,114620.0000000,206
SPFB.RTS-12.18,1,26/09/18,22:36,114620.0000000,114660.0000000,114600.0000000,114650.0000000,140
SPFB.RTS-12.18,1,26/09/18,22:37,114640.0000000,114640.0000000,114610.0000000,114640.0000000,51
SPFB.RTS-12.18,1,26/09/18,22:38,114620.0000000,114630.0000000,114610.0000000,114610.0000000,60
SPFB.RTS-12.18,1,26/09/18,22:39,114620.0000000,114650.0000000,114600.0000000,114640.0000000,106
SPFB.RTS-12.18,1,26/09/18,22:40,114640.0000000,114670.0000000,114640.0000000,114670.0000000,58
SPFB.RTS-12.18,1,26/09/18,22:41,114680.0000000,114680.0000000,114590.0000000,114630.0000000,260
SPFB.RTS-12.18,1,26/09/18,22:42,114620.0000000,114630.0000000,114510.0000000,114550.0000000,687
SPFB.RTS-12.18,1,26/09/18,22:43,114540.0000000,114540.0000000,114470.0000000,114490.0000000,716
SPFB.RTS-12.18,1,26/09/18,22:44,114490.0000000,114490.0000000,114430.0000000,114480.0000000,665
SPFB.RTS-12.18,1,26/09/18,22:45,114470.0000000,114510.0000000,114430.0000000,114440.0000000,265
SPFB.RTS-12.18,1,26/09/18,22:46,114450.0000000,114450.0000000,114400.0000000,114400.0000000,472
SPFB.RTS-12.18,1,26/09/18,22:47,114410.0000000,114410.0000000,114160.0000000,114200.0000000,2706
SPFB.RTS-12.18,1,26/09/18,22:48,114200.0000000,114220.0000000,114130.0000000,114190.0000000,1117
SPFB.RTS-12.18,1,26/09/18,22:49,114180.0000000,114190.0000000,114050.0000000,114070.0000000,2168
SPFB.RTS-12.18,1,26/09/18,22:50,114090.0000000,114110.0000000,114010.0000000,114020.0000000,1262
SPFB.RTS-12.18,1,26/09/18,22:51,114030.0000000,114130.0000000,113960.0000000,114130.0000000,2078
SPFB.RTS-12.18,1,26/09/18,22:52,114130.0000000,114160.0000000,114080.0000000,114090.0000000,629
SPFB.RTS-12.18,1,26/09/18,22:53,114110.0000000,114110.0000000,114060.0000000,114090.0000000,436
SPFB.RTS-12.18,1,26/09/18,22:54,114080.0000000,114140.0000000,114060.0000000,114130.0000000,269
SPFB.RTS-12.18,1,26/09/18,22:55,114150.0000000,114150.0000000,114090.0000000,114100.0000000,314
SPFB.RTS-12.18,1,26/09/18,22:56,114090.0000000,114170.0000000,114080.0000000,114120.0000000,481
SPFB.RTS-12.18,1,26/09/18,22:57,114120.0000000,114170.0000000,114110.0000000,114150.0000000,198
SPFB.RTS-12.18,1,26/09/18,22:58,114170.0000000,114190.0000000,114110.0000000,114180.0000000,405
SPFB.RTS-12.18,1,26/09/18,22:59,114180.0000000,114190.0000000,114150.0000000,114160.0000000,107
SPFB.RTS-12.18,1,26/09/18,23:00,114150.0000000,114170.0000000,114090.0000000,114130.0000000,490
SPFB.RTS-12.18,1,26/09/18,23:01,114140.0000000,114180.0000000,114120.0000000,114160.0000000,277
SPFB.RTS-12.18,1,26/09/18,23:02,114160.0000000,114190.0000000,114130.0000000,114160.0000000,340
SPFB.RTS-12.18,1,26/09/18,23:03,114160.0000000,114190.0000000,114150.0000000,114150.0000000,132
SPFB.RTS-12.18,1,26/09/18,23:04,114150.0000000,114170.0000000,114140.0000000,114170.0000000,103
SPFB.RTS-12.18,1,26/09/18,23:05,114170.0000000,114180.0000000,114160.0000000,114160.0000000,140
SPFB.RTS-12.18,1,26/09/18,23:06,114180.0000000,114180.0000000,114160.0000000,114170.0000000,88
SPFB.RTS-12.18,1,26/09/18,23:07,114150.0000000,114170.0000000,114140.0000000,114160.0000000,134
SPFB.RTS-12.18,1,26/09/18,23:08,114160.0000000,114170.0000000,114140.0000000,114160.0000000,52
SPFB.RTS-12.18,1,26/09/18,23:09,114160.0000000,114170.0000000,114130.0000000,114170.0000000,117
SPFB.RTS-12.18,1,26/09/18,23:10,114150.0000000,114220.0000000,114150.0000000,114190.0000000,409
SPFB.RTS-12.18,1,26/09/18,23:11,114190.0000000,114220.0000000,114180.0000000,114210.0000000,89
SPFB.RTS-12.18,1,26/09/18,23:12,114220.0000000,114230.0000000,114210.0000000,114210.0000000,145
SPFB.RTS-12.18,1,26/09/18,23:13,114200.0000000,114230.0000000,114200.0000000,114230.0000000,55
SPFB.RTS-12.18,1,26/09/18,23:14,114230.0000000,114240.0000000,114220.0000000,114240.0000000,105
SPFB.RTS-12.18,1,26/09/18,23:15,114240.0000000,114240.0000000,114190.0000000,114200.0000000,90
SPFB.RTS-12.18,1,26/09/18,23:16,114210.0000000,114220.0000000,114190.0000000,114210.0000000,81
SPFB.RTS-12.18,1,26/09/18,23:17,114190.0000000,114200.0000000,114160.0000000,114160.0000000,172
SPFB.RTS-12.18,1,26/09/18,23:18,114170.0000000,114220.0000000,114150.0000000,114220.0000000,341
SPFB.RTS-12.18,1,26/09/18,23:19,114220.0000000,114250.0000000,114220.0000000,114220.0000000,306
SPFB.RTS-12.18,1,26/09/18,23:20,114230.0000000,114270.0000000,114230.0000000,114270.0000000,118
SPFB.RTS-12.18,1,26/09/18,23:21,114270.0000000,114280.0000000,114240.0000000,114250.0000000,82
SPFB.RTS-12.18,1,26/09/18,23:22,114250.0000000,114260.0000000,114240.0000000,114260.0000000,54
SPFB.RTS-12.18,1,26/09/18,23:23,114250.0000000,114260.0000000,114230.0000000,114240.0000000,79
SPFB.RTS-12.18,1,26/09/18,23:24,114250.0000000,114260.0000000,114240.0000000,114260.0000000,101
SPFB.RTS-12.18,1,26/09/18,23:25,114260.0000000,114290.0000000,114240.0000000,114260.0000000,207
SPFB.RTS-12.18,1,26/09/18,23:26,114270.0000000,114280.0000000,114260.0000000,114270.0000000,41
SPFB.RTS-12.18,1,26/09/18,23:27,114280.0000000,114280.0000000,114270.0000000,114280.0000000,110
SPFB.RTS-12.18,1,26/09/18,23:28,114280.0000000,114280.0000000,114270.0000000,114280.0000000,34
SPFB.RTS-12.18,1,26/09/18,23:29,114290.0000000,114310.0000000,114280.0000000,114300.0000000,199
SPFB.RTS-12.18,1,26/09/18,23:30,114310.0000000,114330.0000000,114290.0000000,114310.0000000,173
SPFB.RTS-12.18,1,26/09/18,23:31,114290.0000000,114320.0000000,114290.0000000,114310.0000000,83
SPFB.RTS-12.18,1,26/09/18,23:32,114310.0000000,114320.0000000,114300.0000000,114310.0000000,36
SPFB.RTS-12.18,1,26/09/18,23:33,114310.0000000,114350.0000000,114290.0000000,114340.0000000,331
SPFB.RTS-12.18,1,26/09/18,23:34,114330.0000000,114330.0000000,114310.0000000,114310.0000000,68
SPFB.RTS-12.18,1,26/09/18,23:35,114310.0000000,114310.0000000,114270.0000000,114270.0000000,207
SPFB.RTS-12.18,1,26/09/18,23:36,114270.0000000,114300.0000000,114250.0000000,114300.0000000,267
SPFB.RTS-12.18,1,26/09/18,23:37,114300.0000000,114330.0000000,114300.0000000,114320.0000000,90
SPFB.RTS-12.18,1,26/09/18,23:38,114310.0000000,114320.0000000,114300.0000000,114320.0000000,46
SPFB.RTS-12.18,1,26/09/18,23:39,114330.0000000,114340.0000000,114300.0000000,114340.0000000,152
SPFB.RTS-12.18,1,26/09/18,23:40,114340.0000000,114340.0000000,114320.0000000,114330.0000000,57
SPFB.RTS-12.18,1,26/09/18,23:41,114330.0000000,114340.0000000,114300.0000000,114300.0000000,80
SPFB.RTS-12.18,1,26/09/18,23:42,114300.0000000,114340.0000000,114300.0000000,114310.0000000,109
SPFB.RTS-12.18,1,26/09/18,23:43,114310.0000000,114320.0000000,114280.0000000,114280.0000000,100
